en	kana	kanji	空念	八雲	長万部	幌別	平取	貫気別	新冠	様似	帯広	釧路	美幌	旭川	名寄	宗谷	落帆	多蘭泊	真岡	白浦	ライチシカ	内路	沙流	千島	占守	幌筵	南千島	弥満別	白浜	新問	多来加	智来	鵜城	根室	千歳	屈斜路	近文	穂別	礼文	足寄	天塩	虻田	白老	富内	春採	十勝	鵡川	有珠	白糠	静内	日高	虹別	荻伏	浦河	斜里	阿寒	伏古	厚真	北見	網走	室蘭	白主	高島	広尾	相浜	芽室	塘路	布伏内	江部乙	萩野	白人	幌満	択捉	音更	高江	三石	藻琴	豊浦
star	ほし	星	nociw	nociw	nociw	nociw	nociw	nociw	nociw	nociw	nociw	nocuy,nociw(星)	rikop	nociw	nociw	keta	keta	keta	keta	keta	keta	noociw			garan(星),keta(星),ketasoy(星)		keta(星)							ancikar《夜|[夜に星があるだけ]》,iutani《参宿|[杵の形図]》,ikarari,kamuy《如此星|[廻る神]》,inawri,nokaha?《如此星|[菱の実形]》,ermunpu《如此星|[ネズミの蔵]》,okanci,rikop《如此星|[梶の星]》,kimmacinukarkur?《宵の明星|[山の木原を目の当たりにする]》,cikusakur《牽牛(空の渡守)》,nisatsawot《大白星|[東雲(しののめ)恐れて上る]》,nociw《星|[空についてうるおう。]》,matkoiwak《飛星|[妻の方へしのび行く]》,iwanrikop《如此星|[六つの星]》																																												
the,North,Star,the,Polestar	ほっきょくせい	北極星													poronociw																																																															
the,Big,Dipper,Ursa,Major	ほくとしちせい	北斗七星		wakkakup,nociw									reppa,cinukarkur	iwan,pon,nociw	iwannociw(?)	upopo,keta《七つ星》							,mosinrutuye(?)																																																							
the,Milky,Way	あまのがわ	天の川		nisorunpet		pet­noka					pet­noka		mosinnoka	niskototta,pet­noka,an.《空に天の河がある》	pet­noka						見たことがない（！）		pet­noka											petnoka(天河|[川の影])																																												
shooting,star	ながれぼし	流れ星		nociw,mom《星が流れる》							,nociw,hacir(?)		rikop,ukoiwak《星が流れる》	nociw,oyupu(N)	oyupu,nociw(?)	忘れた,keta,passe,wa《星が流れた》					ketamukas[老],keta,cahsewa,oman[児]《星が流れた》		nociw,tup《星が流れる》,nociw,onisposo《星が落ちる》											matkoiwak(飛星|[妻の方へしのび行く])																																												
light	ひかり	光		nupek,kiyay(ピカピカ光る)		nupek					nupek	nupeke(光),nupeki(光)	nupek	nipeki,kiyay	nipek	nikephi					nikeh,-pihi		nipek,《光、明るみ》																																																							
shadow	かげ	影		kur		kur					kur		kur	kurhi	kur	kur,aynu,kur《人の影》					kurihi~kuruhu		kur,kurmam(-a)											isempir《陰|[それに背負い写る]》,osmak《蔭|[跡の影]》,osmak《後|[立っている物の影]》,kur《影|[影]》,sermak《先祖|[代々の影]》,cupki《影|[月日の影]》,nikur《林原|[木の影]》,niskur《曇る|[雲の影]》,petnoka《天河|[川の影]》,yaynukur/,yaynokur《影法師|[自分の影]》																																												
to,be,dark	くらい	暗い		sirkunne	sirkunne	sirkunne	sirkunne	sirkunne	sirkunne	sirkunne	sirkunne	kunne,sirkunne(暗い、日が暮れる)	sirkunne	sirkunne	sirkunne	sirkunne	ekuroh	sirukunne	sirukunne	sirikuroh	sirikunne	ekuruh																																																								
to,be,hot	あつい	暑い	popke	sirsesek	sesek	sirsesek	sirsesek	sirsesek	sirsesek	sirsesek	sirsesek	sesek(火),sesek(熱い),sesekrayke(死ぬほど暑い)	sissesek	sissesek	sissesek	sesek	seeseh	seesek	seeseh	seeseh	seeseh(感ずる)	seesek			shireseshika《暖》((M1892)),isesik(暑いです),ima(熱),isesika(暑いです),semmaw(熱),sersisik(熱い)									sesek《熱|[燃える]》,popke《暑|[煎(に)立つ心]》																																												
to,be,cold	さむい	寒い	merayke	mean	mean	mean	mean	mean	mean	mean	mean	mean,mean(寒い),menoe(寒い),menoye(寒い※)	mean	mean	mean	mean	meerayke	meerayke	meerayke	meerayki	meerayki(感ずる)	sinnaman			shireyamu(寒)((M1892))				mematukoro《寒けする》					meun(寒い|[水気を身にまとう])																																												
weather	てんき	天気	sir-	sir,(→29,30)		sir-					sikusi,to		to	nisoro,to,sir,→29,30	sir,(→29,30)	sir,(→29,30)					siri,(→29,30)		sir-,(→29,30)		nisoro(天)((M1892))									nisoran《日和|[雲の間が有る]》																																												
cloud	くも	雲	niskur	niskur,kur	kur	niskur	niskur	niskur	niskur	nis	nis,urar	urar,niskur,nis(雲),ruanpenis(雨雲)	nis	nis,niskur,urar	nis,niskur(黒雲)	urar(白雲),niskur(黒雲)	niskuru	uurara	uurara	niskuru	niskuru	niskuru			nishi(雲)((M1892))		nis(雲)							nis(雲|[草原から出る])																																												
fog	きり	霧		urar	urar	urar	urar	urar	urar	urar	urar	urar,hurar(霧(きり)),urar(霧(きり))	hurar	urar	urar	urar	uurara	uurara	uurara	uurara	uurara	uurara			uraru(霧)((M1892))		urar(霧)							urar(霞|[世界の息])																																												
rain	あめ	雨	apto	weni,ruyanpe,は《高潮》		apto					ruyanpe	apto(雨),numnu-apto(大粒の雨),ruanpe(雨)	ruanpe	ruyanpe	ruyanpe,apto	ruyanpe					ahto,ruyanpe《大雨,大雪》		apto,aptoruyanpe《大雨》		shiriwin(129),wen_i(雨),shirouen(雨)((M1892)),kuy(大雨),siruwen(雨)		sir-wen(雨)							apto(雨|[天のよだれ]),ruanpe(雨|[太く降る水])																																												
It,rains.	あめがふる	雨が降る		weni,as	weni,as	apto,as	apto,as	apto,as	apto,as	ruyanpe,as	ruyanpe,ruy	ruwanpe,as,as((雨や雪が)降る、(風が)吹く),kosepepatki(ザーザー降る),kosepepakki(※)	ruwanpe,as	ruyanpe,as	ruyanpe,as	ruyanpe,as	ahto,raɴ	atto,ran	ahto,ran	ahto,ran	ahto,ran	atto,ran			wen_i(雨),shinkugan(雨降ル)((M1892)),kuy(大雨),siruwen(雨)		sir-wen(雨)																																																			
snowstorm	ふぶき	吹雪		upun,upun,upas,upuncise《大吹雪》		upun					upas,tura,rera,yupke《雪と共に風がひどい》	upunkorpe(吹雪(雪煙をもつもの))	upunkorpe	upas,reye,upun	upun,upunpatce《風が吹いてふぶきになる》	upun《こまかい雪のとんであるくこと》					(opas-)ruyanpe,ruyanpe,upunnuma《積もった雪を吹き上げるほどふぶく》		(upas-)ruyanpe,upunpatce《風が吹いて雪がとぶ》		upun(吹雪)((M1892))																																																					
sleet	あられ	霰		(konru),kawkaw,„,as,《„が降る》		kawkaw					pine,upas	kawkaw(あられ),numnu-kawkaw(大粒のあられ)	kawkaw	kawkaw	kawkaw	kawkaw					(pon-)rupay,hacikorupay		kawkaw,„,as,《„が降る》		gaugau(霰)((M1892))									kawkaw(あられ|[丸くころがる])																																												
hail	ひょう	雹		rukne,kawkaw,numus,kawkaw,numi,rukne,kawkaw		numusnu,kawkaw					konru,konru,ruy,《雹が降る》		kawkaw	kawkaw	numuskawkaw,porokawkaw						(ruh-)rupay		konru,konru,rapapse,《雹が降る》		ubashiyuru,(130),pesosu(雹)((M1892)),kakaw(雹)																																																					
wind	かぜ	風	rera	rera	rera	rera	rera	rera	rera	rera	rera	rera,matnaw-rera(そよ風),maw(空気、呼吸、風),rera(風),sipoyerera(つむじ風)	rera	rera	rera	rera	reera	reera	reera	reera	reera	teera			rera(風)((M1892)),rera(風)		rera(風)							rera(風|[上より下る])																																												
east,wind	こち	東風		menas《強風》							opasirera		menas	opera,rera	ocupka,un,menas(?)	orepotrera《“あいの風”》					peskanpe《方言：やませ》(これが吹くとしける)		,ikamenas《南東風》																																																							
west,wind	にしかぜ	西風	sumrera	sumrera		sumrera					okimunrera		osumunrera	opas,rera	sumrera	忘れた,pikatarera《方言：しかだ》(南西？)					horepunoh(.-pihi)(この風もよくない)		sumrera											sumrera《酉(西風落海二湧立)|[湧く風]》																																												
The,wind,blows.	かぜがふく	風が吹く		rera,as	rera,as	rera,as	rera,ruy	rera,ruy	rera,ruy	rera,as	rera,ruy	rera,as,as((雨や雪が)降る、(風が)吹く),purke(びゅうびゅう吹く(風が)、舞い上がる(雪が))	rera,as	rera,as	rera,ruy	rera,yupke	reera,aɴ	reera,as	reera,an	reera,as	reera,as	teera,as																																																								
calm,lull	なぎ	凪		neto		noto							koy,isam,《波がない》	atuy,tontek,《波たたず静か》	noto(?)	忘れた,koy,isam					otonkesiri,atuy,otonke,[動]		noto,noto,an,《ないでいる》											meto?(凪|[溜まる渕(ふち)の日])																																												
dew	つゆ	露		kinawakka,kinape		kinape					kinape		kinape	munpe,kinape,nipe	kinape,munpe,nipe	munpe					kinawahka,taskorowahka《朝露》		nipe(木の),kinape(草の)		kinape,(129),kinabe(露)((M1892))									munpe(露|[草の表面の水滴])																																												
ice	こおり	氷		konru	konru	konru	konru	konru	konru	konru	konru	konru,konru(氷),tesrup(ざくざく氷(川面を流れてくる))	konru	konru	rup,konru	rup	ruh	rup	ruh	ruh	ruh	tup			konro(氷)									konru(氷|[金に鋳る])																																												
to,freeze	こおる	凍る		rupus	rupus	rupus	rupus	rupus	rupus	rupus	rupus	rupus,potce《しばれる》	rupus	rupus	rupus	rupus	rupus	rupkoro,rupus(冷たい)	rupus	rupus	rupus	tupus			rupus(凍りついた)																																																					
to,melt	とける	溶ける		ru		ru					ru	pene(融(と)けている、融ける),potci(しばれが融けて柔らかである)	ru	ru,(雪・川・塩)	ru	ru					ruu,(氷・雪・塩)		ru						ru(溶ける)																																																	
to,melt,it	とかす	溶かす		rure		rure					rure		rure	rure	rure	rure					ruure		rure						ru《溶ける》																																																	
to,be,near	ちかい	近い		hanke	ehanke	hanke	hanke	hanke	hanke	hanke	hanke	hanke,hanke(近い、近くなる),ukohanke(互いに近い)	hanke	hanke	hanke	hanke	hanke	hanke	hanke	ehanke	ehanke	ehanke			esamata(近く)									hanke(近い|[声が聞こえる])																																												
to,be,far	とおい	遠い		tuyma	tuyma	tuyma	tuyma	tuyma	tuyma	cuyma	tuyma	tuyma,tuyma(遠い、遠くなる)	tuyma	tuyma	tuyma	tuyma	tuyma	tuyma	tuyma	tuyma	tuyma	(e)tuyma			tuyma(遠い),tumayteka(遠い),tumayika(遠いですか？)									tuyma(遠い)																																												
right	みぎ	右		simon	simon	simon	simon	simon	simon	simon	simon	simon	simoysam	simon	osimon	simon	siimoɴ	siimon	siwmon	siimon	siimon	sinmun												siso《燎(右り)|[利き手の座]》,simontek《右手|[誠らしい手]》																																												
left	ひだり	左		harki	harki	harki	harki	harki	harki	忘	harki	harki,harki-(左の)	harki	2-harki-	harki	harki	hariki	hariki	hariki	hariki	hariki	hariki			arid(左)									arkisam《左手|[片手の側]》,harkiso《燎(左り)|[片方の座]》																																												
east	ひがし	東		cupka（東から南にかけて）		cupka,mosirka					epasi《川下の方へ》,opasi《川下の方から》（川が西から東へ流れているため）	cupka(東、東側),sicupka(東、東方)	cupka	epera	ocupka	cupka					cupetasa《日の出る方》		koyka,cupka《日の出る方角》		sirur(東),shirurukusuramato(東)((M1892))									cupkautar《東嶋の蝦夷|[東方の者]》																																												
west	にし	西		cuppok（西から北にかけて）		cuppok,mosirkes					eperay《川上の方へ》,operay《川上の方から》	cuppok(西、西側),sicuppok(西、西方)	cuppok	epas	osum	cuppok					cupehoose《日の沈む方》		koypok,cuppok《日の沈む方角》		makan-rur-kes,oya?(西),woyaunshiyanroko(西)((M1892))									sumkur《西の蝦夷|[西の者]》,sumrera《酉(西風落海二湧立)|[湧く風]》																																												
south	みなみ	南									emakasi《南へ》,omakasi《南から》		okimun《山の方》（山が南側にあるため）	ekusun							mosiripanram（日本の方）,yautoro		menaspa,[副],omenaspa(-un),[副]		oya,wen,rera(南),kotanshirurukusowoyabe(南)((M1892))																																																					
north	きた	北											orepun《沖の方》（海が北側にあるため）	emakas							mosiripenram,reputoro		,anrur《北東》,okimne[副]《山の方から》		sisam,si-anruru(北),kotammakarokosorato(北)((M1892))																																																					
up	うえのほうへ	上の方へ		herekas	herekas	herikasi	herikasi	herikasi	herikasi	herikasi(斜に),ritta(真上へ)	erikasi	ritta(上に[ある]),rikna(上へ、上の方へ)	erikasi	erikas	erikas	rikta	herikoh	ritta,heriko	herikoh	herikoh	herikoh	herikoh																																																								
down	したのほうへ	下の方へ		heras	heras	herasi	herasi	herasi	herasi	herasi(斜に),rata(真下へ)	erasi	erasi,rana(下へ、下の方へ)	rata(下に[ある])	eras	eras	rata	rawta(下りる)	rawta,herao(k)	rawta,raune(下りる)	heraoh(下りる)	heraoh(下りる)	heraoh(下りる)																																																								
to,fall,to,drop	おちる	落ちる		hacir	hacir	hacir	hacir	turse	turse	hacir	hacir	hacir,hacir(落ちる),ran(降りる、落ちる(涙など)、下がる、くだる)	hacir	hacir	hacir	hacir	haaciri	haaciri	haaciri	haaciri	haaciri	haaciri																																																								
full	いっぱいの	いっぱいの		sikno	sikno	sikno	sikno	sikteno	sik(になる)	sik	sikno	sik	sik	sikno	sikno	sik	sisteno	sitteno	sitteno	esisteh	esisteh	esikkane																																																								
to,be,old,[not,new]	ふるい	古い		husko	husko	husko	husko	husko	husko	husko	husko	husko,husko(古い)	husko	husko	husko	husko	husko	husko	husko	husko	husko	husko												husko(昔|[古い事])																																												
to,be,new	あたらしい	新しい		asir	asir	asir	asir	asir	asir	asir	asir	asir,asinno(新しく、初めて),asinnopo(新しく、初めて(asinnoと同じ)),asir(新しい),asirikinne(新らしく)	asir	asir	asir	asir	asiri	asiri	asiri	asiri	asiri	asiri																																																								
today	きょう	今日	tanto	tanto		tanto					tanto	tanto(今日)	tanto	tanto	tanto	tanto					tanto		tanto		tanto(115,134)									tanto(今日|[この日の日])																																												
yesterday	きのう	昨日	numan	numan		numan					numan	hoskanuman(昨日(きのう)),numan(昨日(きのう))	numan	numan	numan	numanne					nuuman		numan		numan(134)									numan(昨日|[夜影に有った])																																												
the,day,before,yesterday	おととい	一昨日	hoskinuman	hoskannuman		hoskanuman					hoskiannuman		hoskiannuman	hoskianuman	hoskinuman,hoskiannuman,hoskian,to,	hoskanumanne					hoskinuuman		hoskinuman		isaoto,numan(134)									hoskinuman(一昨日|[先夜影に有った])																																												
two,days,before,yesterday,three,days,ago	さきおととい	一昨昨日		etokunnuman		hoskanuman,etokan,numan					sihoskiannuman		sihoskiannuman			na,hoskanumanne					hoskiannuuman		hoskiannuman																																																							
tomorrow	あした	明日	nisatta	isatta		nisatta					nisatta	isatta(明日),nisatta(明日)	nisatta	nisatta	nisatta	isatta					sinma~siima		nisatta		nishatta(118),nisatta(134),nesata(明日)									nisatta(明日|[暮れて明かり有る])																																												
the,day,after,tomorrow	あさって	明後日		oyasim		oyasim					oyasim		oyasunke	oyasim	oyasim	isatta,oyasim					oyatoo,,oyasinma,[老]		oyasim		nisatta,shimuka,(134)									oyasun(明後日|[ほかに重なる])																																												
three,days,from,now	しあさって	明明後日		oyasimsimke		oyasimsimke					oyasimsimke			oyasimsimke,to	oyasimsimke,simke	忘れた					yooyatoo		oyasimsimke																																																							
